clean_text,sentimen
revisi uu tni ruu polri jadi pintu belakang kembalinya militer ranah sipil demokrasi tak mundur supremasi sipil fondasi negara hukum tolakuutni tolakruupolri tolakdwifungsiabri,1
hidup era demokrasi bukan orde baru jilid revisi uu tni amp ruu polri bukan sekadar pasalpasal jalan sunyi menuju otoritarianisme tolak dwifungsi abri tolakuutni tolakruupolri,0
lah konflik horizontal sengaja dibuat dijaga apa pernah ucapkan almmunir konflik horizontal memang sengaja dijaga meredam konflik vertikal sedang terjadi sekarang ruu tnipolri,0
sw ig gatau sih keknya iya kak ah ruu tni kmrn gaada satu tmnku post cuma apa pernah sekecewa,0
dianggap oposisi malah jd ketua panja ruu tni mendukung pemerintah bukan berarti mendukung semua kebijakannya dukung pemerintah bukan berarti kritis pks koalisi sby menolak kenaikan harga bbm oposisi koalisi tetap bela kepentingan rakyat,1
dimaksud mungkin pejabat pemerintah pendukungnya luhut binsar pandjaitan membela rekam jejak pemerintah protes mungkin anggap fokus uu tni ruu polri mengalihkan isu besar bukti tak,1
bahas dampak pengesahan ruu tni kestabilan ekonomi politik nasional,1
gwrakan pemuda muka kek boomer gini vibesnya sama kek dukung ruu tni plonga plongo,0
sebulan deh seingetku pas puasa sama pengesahan ruu tni,1
this whole thread amp reply are just slipperyslope perempuan melawan pelecehan verbal disetarakan kesewenangan amp ruu tni rip logika,0
kasus ditelan isu ijazah mantan ruu tni isu rk selingkuh,1
saatnya berikan payung hukum jelas prajurit negeri dukung ruu tni tni kuat medan tugas teguh pengabdian ruutni uutni dukunguutni manfaatuutni,1
ruu tni lindungi demokrasi ruutni uutni dukunguutni manfaatuutni,1
ruu tni jaga marwah tentara sejati ruutni uutni dukunguutni manfaatuutni,1
sekarang disuruh jaga pengesahan ruu tni siap keren sih,1
udah jelas kok ruu tni tetep larang prajurit bisnis berpolitik fokus tugas utama uutni dukunguutni,0
seputar ruu tni ruu polri gw nemu mungkin diliat disini bre kali missinformation kurang paham y,1
ruu tni tengah ramai menuai prokontra substansi utama pasal ruang lingkup operasi militer perang omsp pasal terkait kementerian lembaga jabatannya diisi tni aktif kemudian pasal mengenai usia pensiun anggota tni kerap,1
pakar hukum tata negara sebut pengesahan ruu tni merupakan kemunduran demokrasi brutal pengesahan ruu tni membuat indonesia mengalami kemunduran demokrasi brutal batalkanruutni tolakruukejaksaan jumbo tante dita prempuan u korsel papua,1
kak ika menggambarkan perempuan menang melawan kebobrokan knp skrg rakyt menang melawan ruu tni rkyt punya power ato setidakny puny power setimpal,1
ruu tni bukan jalan masuk politisasi militer pemerintah amp dpr tegaskan perubahan terkait larangan prajurit tni berbisnis berpolitik tni tetap jadi kekuatan netral amp profesional ruutni uutni dukunguutni manfaatuutni,1
celah politik bisnis tubuh tni pemerintah dpr pertegas lewat ruu tni prajurit fokus jaga kedaulatan netralitas tetap nomor satu ruutni uutni dukunguutni manfaatuutni,1
ruu tni menegaskan prajurit tni tetap dilarang berbisnis amp berpolitik pemerintah dpr ri sepakat menjaga netralitas profesionalisme tni fokus utama tetap tugas negara bukan kepentingan pribadi ruutni uutni dukunguutni manfaatuutni,1
melawan halo aku ngerti kamu mau alasan lebih detail biar yakin aktivismemu x fokus kritik pemerintah kayak ruu tni isu sosial gender contohnya postinganmu soal buzzer crimes dapet views bantu naikin awareness pengaruh opini publik kamu,0
halo bro aktivitasmu x fokus aktivismemu keliatannya kritik pemerintah indo kayak soal ruu tni sama isu sosial kaya gender kontribusimu gede bro ngasih awareness ngaruhin opini publik gerakin orang pake hashtag amp postinganmu misalnya soal kejahatan buzzer,0
mikirnya sempit sampe bawa ruu tni,0
disana gda ruu tni btww,1
kalian baca artikel demo indo menolak ruu tni ruu polri kalian tahu tentara polisi melakukan kekerasan penangkapan paksa menggunakan ambulance palsu utk menangkapi pendemo pikirkan apa lakukan pendukung palestina,0
dikatakan saleh semua direncanakan indo tiba ruu tni disahkan padahal ruu tni dwifungsi tni lalu ruu polri segera disahkan didalamnya pasal karet memungkinkan polisi melakukan kekerasan legal,1
study case pas draft ruu tni web dprd kemaren tahu flow logic code web nya bikin tahu draftnya beneran upload hide emang belom trus tahu beneran upload tgl tertentu,0
bergandeng tangan dukung ruu tni tni lebih berdaya tangguh,1
anak² formiler milih dapet apa janjinya dgn milih bakal pengadaan alutsista wah banget eh si pilihannya malah lebih mentingin mbg ruu tni dripada pengadaan alutsista,0
gila jelek banget pertahanannya wakakkaa kasian anak² formiler milih prabski dijanjiin anggaran tni naik utk pengadaan alutsista eh didapat malah ruu tni tni masuk kampus alutsista sisa era harto,0
mensikapi ruu tni ruu kejaksaan ruu polri beginilah mestinya sikap puan,1
kudeta dipimpin militer om kalau dikita militer polisi udah bersama barisan pemerintah kondisinya sekarang dikasih sembako buat ttd ruu tni polisi suap danai pemerintah langsung halal kayaknya,0
support ruu tni tni makin punya power kancah internasional,1
sebuah sistem mencegah ruu bermasalah ruu cipta kerja ruu tni ruu polri terjadi sistem hak koreksi rakyat mekanisme demokrasi partisipatif koreksi undangundang pascapengesahan,1
kayak app sebelah gw dikatain turunan pki gegara nolak ruu tni sama ibu ibu gak jelas langsung gw tantang buktiin x jam dm baru gw kata katain kalo mau ngehina gaj papa hina aing gak usah bawa bawa keluarga kakek nenek,0
idup lu nyaman terus smp gatau bengisnya ruu tni gimana,0
ruu tni baru melarang prajurit tni terlibat bisnis politik ruutni uutni dukunguutni manfaatuutni,1
pemerintah dpr ri menegaskan perubahan ruu tni baru prajurit tni dilarang berbisnis berpolitik ruutni uutni dukunguutni manfaatuutni,1
pak mul maaf kolega pak mul gedung ngerasa akhir banyak bersuara pak uu tni ruu polri padahal banyak mhs jdi korban kekerasan rakyat sendirian,0
ferry irwandi kirain karna ribut ruu tni kemarin gak ngikutin sih cuma sesekali buka x,1
temen nitip m jkt asn it no rokokvape no alkohol islam anti amp ruu tni sunda kuning langsat cm hobi jalan kaki rajin nyuci masak act service amp suka ngobrol amp kasih gift minus bb gym kurus males ngebucin sampe jadi budak minat dm,1
diskursus cabut ruu tni twitter fitrah,1
uburubur laut biru ruu tni solusi masa depan baru,1
uburubur ikan lele ruu tni bikin negeri makin kece,1
temen nitip m jkt asn it no rokokvape no alkohol islam anti amp ruu tni sunda kuning langsat cm intro hobi jalan kaki rajin nyuci masak act service suka ngobrol minus bb gym kurus capek nyari jodoh effort banget minat dm,0
omnibuslawaruu tni win streak,1
pengesahan revisi ruu tni merupakan bentuk penghianatan rakyat wakilinya,0
bacot lu bawa ruu tni polri semua orang sedang jalur sama lu doang tersesat sokan menunggangi isu perlawanan egosentrislu bapuk,0
ruu tni lebih dulu sahkantentu motifnya buat mengamankan pengesahan ruuruu berikutnya,1
aturan taruna pakai seragam sejak dulu bukan taruna tni polisi kehakiman dishub latihan disiplin jadi gaperlu dipermasalahkan ruu tni disahkan,1
comeback kok wkwkwkwk walaupun banyak ngira mau protes ruu tni wkwkwkwk,0
pentolan anti ruu tni nya malah setuju dg ika,0
mana peduli soal ruu tni tuh malah ngatur wamil korea kek kocak sumpah berisik bangett,0
jd bahas ruu tni dah benar benar se oot se gak nangkep,0
ngapain njir udah hari kemerdekaan ngapain hari nkri mending genahin ruu tni polri sama kejaksaan dulu noh,0
ruu polri dewasa ruu polri mulai bermunculan membuat masyarakat khawatir superiotasnya semakin luas akankah menjadi kekuatan baru menyaingi ruu tni malah lebih powerfull ruu tni,1
ditolak ruu tnibukan menolak tnidungu,0
video viral terbaru kebohongan pejabat mengenai ruu tni,1
usah ngomong karir mending kalian akmil angkatan lates or early berembuk kalian sadar sih karir kalian terancam tikung junior ketahan senior gegara ruu tni liat letkol teddy tuh jgn kaget kalo teddy bakal duluan jadi kolonel dibanding kamu,0
tagar ruu tni udah mulai turun ketahanan konten twitter naik,1
butuh perubahan dukung ruu tni keamanan lebih prima,1
ajak bahas ruu tni nder,1
kocak tolak uu tni tolak ruu polri dukung abuse of power ngelem aibon lu,0
oke oke gasuka oke mana nih klarif lu soal nyatutin ruu tni seenggaknya knowlodge lu benerin biar salah kaprah hmm utututu iye iye setuju iyee gpp tiap org berhak beropini logis kalo mabok,0
bersama dukung ruu tni biar tni makin solid mantap,1
ruu polri mulai bermunculan membuat masyarakat khawatir superiotasnya semakin luas akankah menjadi kekuatan baru menyaingi ruu tni malah lebih powerfull ruu tni,1
wujudkan pertahanan solid dukung sepenuhnya ruu tni,1
ruu tni langkah nyata mendukung profesionalisme tubuh militer,1
pakar hukum tata negara sebut pengesahan ruu tni merupakan kemunduran demokrasi brutal pengesahan ruu tni membuat indonesia mengalami kemunduran demokrasi brutal zaman batu ala orba mana militer bukan hnya memiliki senjata kendali,0
ruu tni biar tni berevolusi jadi lebih adaptif responsif,1
ruu tni jadi guideline penting buat kemajuan sistem pertahanan nasional,1
ruu tni buat respons cepat negara gak nunggu netizen debat dulu baru gerak,1
maaf izin jump in soalnya kalo tau tau urgensi ruu tni militer mau masuk sipil bukan sebaliknya sipil ditarik militer kalo wamil kan konflik antarnegara berpotensi perang situasinya beda kak intinya tolakruutni,0
ruu tni salah satu cara perkuat keamanan nasional,1
ruu tni hadir solusi buat upgrade pertahanan efektif,1
wkwkwk ngausa serius² anjayyy diajak ngesahin ruu tni membayangkan muka walid,0
maju terus tni saatnya dukung ruu tni buat masa depan lebih baik,1
kemajuan tni lewat ruu tni perlu usung prioritas,1
inisiatif baru perkuat negeri jangan lupa dukung ruu tni,1
ruu tni bukan soal militer masuk sipil sinkronisasi buat efisiensi negara,1
dukung ruu tni perlindungan kesejahteraan negara prioritas utama,1
ruu tni jadi pondasi kokoh buat masa depan pertahanan,1
menurutku baiknya kamu membaca apa ditolak ruu tni kondisi negara korea selatan jauh berbeda konflik selatan utara hence the military enlistment in case anything happen between those two countries membandingkan,0
ruu tni jadi katalisator buat pembaharuan tubuh tniruu tni bakal bikin pertahanan lebih kuat siap jaga negara,1
ruu tni jalan menuju kemajuan pertahanan,1
beranjak menuju masa depan cerah mendukung ruu tni sepenuhnya,1
satu pertanyaan buat lo nolak ruu tni lo beneran peduli rakyat takut pengawasan makin ketat,0
konspirasi bikin menutup hashtag ruu tni its just my wild assumption,1
loh banyak akun prajurit meremehkan sipil demo ruu multifungsi tni kemari,1
vibes lucu sekali rupanya jiwa jiwa cwk berapi api tolak ruu tni,0
berpikir bahas ijazah lalu berhenti tolak ruu tni,0
emang udah gatau gimana pola pikirnya kok citra jelek dibiarkan bahkan melakukan pencitraan gak tempatnya gila instansi satu gak kebayang klo ruu polri gak jelas drafnya bakalan disahkan nyusul uu tni tolakruupolri,0
ruu tni sejak zaman pemerintahan jokowi wartawan senior ingatkan hati hati banyak lsm biayai pihak asing,0
ayo trus gaungkan penolakan ruu tni tolakruutni,0
mas van paham konteks permasalahkan konyolnya kok menyangkutpautkan ruu tni membuktikan sebenarnya mas van paham pssi sebenarnya apa,0
sek sek tapikok tolak ruu tni wis gak ketok hebohe meneh to,0
semisal ijazah jokowi palsu terus apa fokusin tolak ruu tni stuck bahas ijazah kalo ijazah palsu berani menyalahkan partainya membantu mengsukseskan jadi wakil walkot sampe jadi presiden,0
bakal sering rapat diem diem tetiba sah kayak ruu tni kemaren ordal udah mengiyakan balik orde baru cabutruutni supremasisipil tolakruupolri,0
indonesia kapan minimal uu tni dulu dah batalin trs ruu polri penyiaran batalin batalkanruutni supremasisipil,1
pernah mikir apa ruu tni mana draftnya banyak kontra nope they rather siap pak percaya apa diucap atasan,1
tolak ruu tni tolak fungsi tni main tentara an masyarakat koplak,0
membela dirimah gak kaget kaget sampe abuse of power ngedoxxing lebih kaget bisanya takut ruu tni sipil ngedoxxing sipil didukung wkwkwk,0
hmmmmie ayam favorit yessbatalkan ruu tni batalkanruutni supremasisipil,1
pengen semoga nemu m bukan voters menolak ruu tni polri kerjaan suka kulineran lebih suka mikirin orang diri sendiri suka olahraga sama kucing kamu suka kucing gak gak pernah diemdiem kabur kalo tukang parkir,1
mading chapter hallo kmfeb edisi kali mading hadir tema bloom with the season membawa kalian menyelami berbagai topik menarik mulai hasil revisi mengenai ruu tni pemangkasan anggaran,1
mahasiswa lanny jaya gelar diskusi dampak revisi ruu tni jayapura lewat,1
kubu satunya ngatain kucing kaya kucingnya ikutan korupsi kelemahan orang indo tuh gampang banget kepancing ama penting udah lah kawal dulu ruu tni jauh lebih penting pantesan sering banget pengalihan isu emang seefektif soalnya lu dongo,0
kalo kek gini pola pikirnya berarti kedepannya gausa marah misal dapet perlakuan sama kalo lgi masalah personal sama orang sama org punya relasi tiba kena doxx poin ditentang dri ruu tnipolri salah satunya persoalan,0
meskipun sisi gak salah sisi mengatakan ancaman menyasar siapapun bicara benar publik kalo seneng punya relasi kena ruu tni polri anime orb there are a lot of examples,1
kerenkalo disinibakal didor dah makanya disahkan ruu tni,0
ahh paling lu hode sama kyk chrmnglly tiba nyerang feminists disaat semua org ribut tolak ruu tni,0
batalkanruutni supremasisipil semangat perjuangan tak padam berdiri bukan benci cinta kebebasan melawan ruu tni langkah memastikan hak suara martabat rakyat tetap hidup,1
biasa gak spesial tetap minta cabut ruu tni,0
batalkanruutni supremasisipil jangan takut suara kekuatan ruu tni dilawan kebebasan datang sendirinya terus bersuara terus berjuang hak dirampas,0
batalkanruutni supremasisipil militer batas ancaman ruu tni membuka jalan kekerasan impunitas penyalahgunaan kekuasaan jangan biarkan rakyat hidup bayangbayang ketakutan,0
batalkanruutni supremasisipil tinggal diam ruu tni mengancam kebebasan membuka jalan represi memberi militer kuasa atas sipil lawan sekarang selamanya kehilangan hak,1
apa disebut penjilat adlh fakta sedang terjadi indonesia korbannya masyarakat sipil membela pihakpihak mengesahkan ruu tni menyewa buzzerp mempertahankan muka publik,0
batalkanruutni supremasisipil melawan satusatunya pilihan ruu tni menghancurkan kebebasan sipil memberi militer kuasa batas jangan biarkan ketakutan membungkam terus bersuara terus berjuang,0
batalkanruutni supremasisipil kebebasan bertahan diam ruu tni membuka jalan represi kekuasaan batas berdiri bersuara melawan semuanya terlambat,0
batalkanruutni supremasisipil diam kebebasan dirampas ruu tni memberi ruang militer mengontrol sipil membungkam kritik menekan hakhak lawan sekarang selamanya tunduk,1
batalkanruutni supremasisipil ruu tni mengancam kebebasan pers membuka celah militer mengontrol informasi dibiarkan kritik dibungkam kebenaran dikendalikan rakyat kehilangan suara lawan segala bentuk represi,1
kasus kim soo hyun sama kim sae ron akhirnya lewat beranda gw gegara skandal doxxing ama ruu tni,1
walah gua tadi mau nyoba nonton replyan live stream si jo gua skip skip biar langsung lihat ingamenya eh tibatiba gua lihat nyawer nanyain pendapatnya buat ruu tni disahkan terus jawabannya gak peduli gak jelas anjing gua langsung unsubs,0
whitewashing wowo gak mengubah fakta prabowo mengirim surat bertanggal februari penunjukan wakil pemerintah membahas persetujuan ruu tni jadi nyalahin dpr doang ruunya disetujui nampaknya tugas bajer sekarang,0
utk kasus masa sih rakyat indonesia nga heran dgn mahasiswasaat hasto ditangkap kpk mahasiswa lsg bergerakruu tni bergerakkasus ijazah palsumereka diam diamhhmmm apa karna mulyono partai pdip yayahh lah,0
ruu tni,1
tahun lalu beliau mengatakan gaya kepemimpinan militeristik relevan diterapkan hari berkebalikan apa beliau katakan tahun lalu luar ruu tni banyak sekali tentara mencapuri urusan sipil luar ruu tni loh luar,0
noted banget satu sisi gak suka sama show off power bersebrangan dg perjuangan warga x anti ruu tni salah satunya ditakutkan satu sisi lainnya emang jd penyakit mengakar jd netral jadikan pelajaran buat diri sendiri jaga jempol,0
ruu tni sejak zaman pemerintahan jokowi wartawan senior ingatkan hati hati banyak lsm biayai pihak asing,0
kritis soal ruu tni heres the answer batalkanruutni supremasisipil cabutruutni,1
tolak kebijakan mengancam kebebasan keadilan rakyat sangat berfaedah ruu tni justru merugikan warga cabutruutni tolakruutni tolakdwifungsiabri tolakruupolri tolakruukejaksaan tolakruukuhap peringatandarurat indonesiagelap,0
keluarga parjo memang netral thd ruu tni bahkan malah menguntungkan keluargamuemg tolol anak parjo makan sekolah duit gaji ortunya parjo memahami situasi,0
ruu tni amp ruu polri,1
gatau sebel elit pks gelora campaign soal palestine disaat diam jd salah satu pelaku pengesahan ruu tni,0
ruu tni disahkan memodernisasi militer indonesia menghadapi ancaman baru cyber melindungi kepentingan nasional luar negeri uu memungkinkan personel aktif tni kementerian koordinasi keamanan bencana menaikkan usia pensiun,1
ruu tni disahkan,1
ah kejauhan sender lahir sd ruu tni disahkan dibiayai mana klo bukan gaji bapaknya tni gausah sok rebel klo selama makan sumber kamu benci baru disadari,0
dahlah baiknya emang lu dukung sekalian dah tuh ruu tni polri kalo hipokrit begini,0
sipil sekarang sama aparat fokus kepecahpecah padahal uu tni problematik bentar ruu polri,0
waspada provokasi ruu tni tetap menjunjung supremasi sipil demokrasi uutni revisiuutni dukunguutni,1
benar sih ayahmu kalau menolak ruu tni total donk salah satunya menerima apapun dihasilkan lewat pekerjaan tni termasuk gaji dipake buat ngebiayain elu,0
kisi kisi peringatan perempuan semua kalo ruu tni polri beneran sah tau sendiri mayoritas sagapung jd jangan acuh gais nyata cabutuutni tolakruupolri,0
congrats yah sokor next giliran idn yuk yuk minimal ruu tni dulu manifesting,1
woi dongo fokus ekplorasi penelitian jangan lupain pelestarian pemulihan malah ruu tni ketokin babi babii warganya main tentara tentaraan tentaranya main raja rajaan emang dongo kali konohagakure cabutuutni cabutruutni tolakruutni tolakuutni,0
tni semakin solid adanya ruu tni uutni revisiuutni dukunguutni,1
ruu tni memperkuat pertahanan negara uutni revisiuutni dukunguutni,1
pokek pokek pemrenta pesta mau sahin ruu tni kalian malah berantem wkwkwkkw,0
bang dibayar buat nutupin kasus ruu tni wkwk semangat cari duitnya bang semoga cepat kaya biar terus nyari duit cara jelek begini,0
gak bakal konsisten dg bukunya sendiri presidenparadoks lepas pengaruh jokowi oligarki lihat tuh gas kg pagar laut oplosan pertamina etika mulut tindakannya ruu tni mentri terlibat kkn dibawah standar,0
rakyat butuh lapangan pekerjaan bukan uu tni ruu polri ruu kejaksaan aparat penegak hukum cuma jadi alat penguasa mengebuk rakyat sejalan penguasa cabutuutni tolakruupolri tolakruukejaksaan,0
dampak uu tni positifnya koordinasi keamanan meningkat negatifnya risiko militerisasi amp dampak karier sipil ruu polri positif efisiensi polisi negatif pelanggaran privasi amp pengawasan berlebih ruu kejaksaan positif potensi efisiensi penegakan hukum negatif risiko,1
kalo narasinya dibalikin uu tni ruu porli disusupi kepentingan asing buat melemahkan ekonomi negara terutama amrik agresif kebijakan ekonominya lewat uu indo mau disurihkan langkah awal serangan jionis isriwil,0
omagaaa i like your header aaaak kyknya moots sejak naikin ht tolak ruu tni gasieee cukup sering jbjb ahaaay loph yuu,1
salah satu menikmati ruu trus sendernya nafkahi cuma gegara nolak ruu tni,1
ramai tolak ruu kejaksaan polri tni lembaga penegak hukum memperbaiki mengevaluasi diri utk memberikan keadilan kpd masyarakat bukan justru berlombalomba utk menambah kewenangannya cabutuutni tolakruukejaksaan tolakruupolri geli bandung lampung,1
mengutamakan ngopi mandi seneng jangan gandul menolak ruu tni,0
lahh sender tolak ruu tni bukan bapaknya sbg tni kalo bapaknya semarah berarti ruu tni emg jadi jalan buat buat mencari keuntungan brarti tolakk,0
mengutamakan ruu sangat rawan konflik minim manfaat masyarakat ruu tni cuek ruu bermanfaat masyarakat perampasan aset energi digunakan pemerintahan kedua ruu tersebut sangat beda jauh,0
jadi demo demo ruu tni bukan,1
emangnya kalo ruu tni ditolak bakal bikin tni hilang pekerjaan kan engga cuma militer maruk doang loh kalo gini kan keliatan serakahnya uu tni tni tetep dapet gaji sesuai pekerjaan,0
jawab ruu tni teh cuma nguntungin jendral berbintang kalo cuma bintara ama tamtama mah hidupnya bakal gitu,0
ruu tni baru maret beda sama lama peran militer lembaga sipil naik jadi termasuk politik cybersecurity maknanya ancam supremasi sipil demokrasi takut balik era otoriter kayak suharto makanya banyak protes,0
gue gatau segala kucing bawa kaga pengaruh apa keputusan ruu tni mending pokus sama tolak ruu ihh,0
tolak ruu tni ndasmu wkek,0
engga aku jawab komen orang stay jalur no viral no justice jadi langkahnya sekarang udah tepat meski telat disayangkan kalimat nyerahnya kalo mau pake jalur viral ikut kasus ruu tni panas,0
pengen semoga nemu m bukan voters menolak ruu tni polri kerjaan suka kulineran lebih suka mikirin orang diri sendiri suka olahraga sama kucing kamu suka kucing gak gak pernah diemdiem kabur kalo tukang parkir,1
halo berdasarkan aktivitasmu kamu pengguna asal indonesia suka ngobrol sama ai demen pop culture khususnya d characters peduli isu sosial display name 𝐍𝐚𝐭 nunjukin sisi aktivis mungkin tolak ruu tni gayamu cerdas kritis santai,1
batalkanruutni supremasisipil ruu tni memberi militer ruang lebih besar bertindak kontrol membuka peluang kekerasan represi rakyat jangan biarkan kekuasaan batas menindas kebebasan,1
batalkanruutni supremasisipil militer punya tempat kampus ruu tni membuka jalan intervensi militer dunia akademik membungkam kebebasan berpikir menciptakan ketakutan kampus tetap menjadi ruang ilmu bukan alat kontrol militer,0
kelakuan orang ngoceh tolak ruu tni,0
usah anti ruu tni kalau situ munafik,0
hilih usah sok anti ruu tni kalau begini mah,0
logikanya gimana kak tahu si sender cm nolak ruu sindir menyindir pekerjaan tni ngejudge si sender,0
jelass ngeyel bnyk skali kejanggalan bukti kasih dianalisis g kaget sih klo lu orang sejenis lu menganggap benar hnya pihak menyatakan benar yaa case seblumny kek mk ngubah aturan ruu tni begini,0
kalian liat bagaimana tuhan menunjukan kemunafikan caranya sendiri teriak kencang tolak ruu tni kemarin diem tuh kayak sapi ompong melihat abuse of power disini big applause semua konsisten apa perjuangkan,0
contoh beredar kabar pemerintah mengembalikan dwifungsi tni melalui ruu tni disahkan tahun,1
yap cape banget punya cowo blg gaada masalah sama ruu tni,0
tanya prof mahfud pakdoski bilang ruu tni still okprof mahfudmonggo ditanggapai pakjgn mingkem ajakemarin koar pak,0
menolak ruu tni giliran ruu polri malah diam bersembunyi,0
negara udah acak acakan jangan hubungan keluarga lo ikut acak acakan tetap tolak ruu tni dibelakang ortu lo buat menghindari konflik salah kok kalo lo pecah sama keluarga lo netijen cuman ngasih semangat sisanya lo tetep ngurus sendiri,0
andalan presiden mah ss sang menhan nya ikut ybs lama ybs dibeli dmana ikut andil sukseskan segera ruu tni bahaya ybs mengambil tindakan apa selama demo anarkis berlangsung dejavu thn lalu apalg kondisi ekonomi merosot,0
demo gak bermutu berani gak demo sah kan ruu perampasan aset koruptor,0
jadi benar benar gaada sangkut pautnya ni anak menolak kerakusan komandan ayahnya ruu tni and suddenly ayahnya bakal stop memberikan nafkah notabenenya wajib anaknya kebayang pola pikir kaya gini ampe masuk kedalam pelaku diskusi ranah birokrat,0
logikanya gimana dah ruu tni menyasar perwira perwira tinggi tni mau maruk jabatan birokrasi adanya ruu tni tetep semua golongan tni tamtama perwira tetep digaji,1
knp penjilat rezim mulyono seneng banget klarifikasi draf ruu tni upload gdrive nya nguyen lah tiba punya ijazah asli mulyono katanya kampusnya sendiri gkpunya,0
cari topik paling standar komennanya pakaian orangnya pake kalo komen kejadian aktual ruu tni etc intinya interest gaboleh basa basi soalnya orang sadar kalo basa basi,0
draf ruu tni upload akun buzzer ijazah upload akun buzzer,1
ruu tni buat memperkuat pertahanan org org gblg lu liat ni negara jadinya gimana,0
membuat dwifungsi tugas perlu terprovokas atas isuisu beredar tetap dukung ruu tni keamanan kedaulatan negara fakta revisiuutni ruutni dukungruutni,1
ruu tni mengambil hakhak masyarakat fakta revisiuutni ruutni dukungruutni,1
ruu tni mengambil hakhak masyarakat membuat dwifungsi tugas perlu terprovokas atas isuisu beredar tetap dukung ruu tni keamanan kedaulatan negara fakta revisiuutni ruutni dukungruutni,1
gini kok sok tolak ruu tni jaga demokrasi wkwkwkwk,0
mohon suhu sosmed platform ikut memviralkan inkompetensi kebobrokan aparat diketahui masyarakat orang kaya gini masa dikasih jabatan sipil uu tni ruu polri jelas cuma wujud ketamakan tau diri sih cabutuutni,0
kalau diminta mengkritik rezim prabowo amp dpr ri lihat kebijakan ekonomi amp makan gratis berisiko naikkan utang rusak lingkungan terutama proyek ikn ruu tni cepat disahkan dpr perluas peran militer ancam demokrasi amp kurang transparan dpr jadi stempel karet,0
ruu tni maunya ky orba kaya gini bukan dibasmi malah banyak dipelihara rezim jd pemecah suara soalnya gampang dikontrol dgn cuma dikasih beras karung,0
lu pade begituan diributin ruu tni noh lu ributin,0
ruu tni mengambil hakhak masyarakat membuat dwifungsi tugas perlu terprovokas atas isuisu beredar tetap dukung ruu tni keamanan kedaulatan negara fakta revisiuutni ruutni dukungruutni,1
supremasi sipil jelas jelas mencetak rekor baru nilai korupsi republik kok parno ama ruu tni apa takut jatah nya dimakan tni elit politik rakus minimal tni jauh lebih nasionalis drpd tikus berdasi bila perlu wereng coklat balikin bawah tni,0
surplus so what mau export us kena tarif dipakai negeri g daya beli akhirnya harga turun trus menteri bilang harga telur terlalu murah telur emang nutupi boroknya uu tniruu polriruu kejaksaan,0
tolak ruu tni kaum omke gaz punya istri split bill or no selesai sama masa lalu mantan klo tidur lampu wajib hidupmati kalo tidur pakai ackipas kalau bnyk cocok sy infoin temen sy single hehehe,0
kemungkinan mengkritisi kinerja polisi mungkin soal suap perilaku tak profesional sesuai konteks protes maret indonesia detail pastinya jelas identitas kritiknya dilindungi privasi kasus viral x protes ruu tni,1
ruu tni mengambil hakhak masyarakat revisiuutni ruutni dukungruutni,1
keluarga suamiku parjo kemarin aku sakit hati pamer bilang aku pegawai biasa kalangan semoga ruu tni benar gagal,0
batalkanruutni supremasisipil ruu tni ancaman nyata kebebasan sipil diam terus suarakan perlawanan perjuangan hak demokrasi dipertahankan,1
kuliah jurusab apa hukum pak demo ruu tni ditunggangin pki mau bilang sini anak om tunggangi langsung kepala gue keknya dipajang alun² kota,0
batalkanruutni supremasisipil jangan biarkan ruu tni melemahkan kebebasan memperkuat dominasi militer terus berjuang bersuara melawan segala bentuk represi demokrasi bertahan perlawanan,1
batalkanruutni supremasisipil ruu tni membuka jalan militerisasi ranah sipil memperbesar potensi kekerasan represi impunitas disahkan rakyat kehilangan kebebasan militer semakin tak tersentuh hukum tolak terlambat,1
perlu terprovokas atas isuisu beredar tetap dukung ruu tni keamanan kedaulatan negara fakta revisiuutni ruutni dukungruutni,1
ruu tni membuat dwifungsi tugas fakta revisiuutni ruutni dukungruutni,1
ruu tni mengambil hakhak masyarakat fakta revisiuutni ruutni dukungruutni,1
batalkanruutni supremasisipil ruu tni memberi celah militer semakin leluasa bahkan kekerasan mengontrol sipil dibiarkan represi menjadi alat utama bukan hukum keadilan jangan biarkan ketakutan menggantikan kebebasan,0
batalkanruutni supremasisipil ruu tni ancaman demokrasi dibiarkan kebebasan sipil terkikis militer semakin berkuasa ruangruang bukan haknya jangan diam suara benteng terakhir melawan kemunduran,0
ndak wajar gan dibenci anaknya ruu tni bukan tninya sedang memberikan nafkah kewajiban orang tua anak kl mau ngasih nafkah namanya ortu durhaka,0
gw pengen berisik sw ruu polri tpi gw punya temen polisi mana tau chaos gini malah upload jalan terus temen bpknya polisi almarhum dulu berisik pas ruu tni tpi pas ruu polri malah bungkam batalkanruutni supremasisipil,0
contoh salah satunya kemarin ttd mendukung ruu tnipolri dikasih bingkisan merah ka,1
ruu tni mengambil hakhak masyarakat membuat dwifungsi tugas fakta revisiuutni ruutni dukungruutni,1
hasan nasbi ditakutkan ruu tni terbukti fakta revisiuutni ruutni dukungruutni,0
ruu tni mengambil hakhak masyarakat fakta revisiuutni ruutni dukungruutni,1
ruu tni mengambil hakhak masyarakat fakta revisiuutni ruutni dukungruutni,1
ruu tni mengambil hakhak masyarakat fakta revisiuutni ruutni dukungruutni,1
ruu tni mengambil hakhak masyarakat fakta revisiuutni ruutni dukungruutni,1
